full_text;labels
jakarta banjir iuran bpjs harga rokok terimakasih pemerintah republik indonesia sayang engkau merasakan ribetnya melelahkannya berobat bpjs;0
setuju sarannya info valid wilayah jakarta curah hujan bisa menyebabkan banjir persiapkan semoga pemerintah jakarta sigap air hujan harapannya pompa air menyala;1
bencana banjir kabupaten kota bogor gubernur jawa barat dedi mulyadi ancam hentikan proyek wisata puncak dedi tidak akan pandang bulu idntimesjabar;0
bogor kali kirimin duit ya gausa banjir pake dikirim bekasi yg bener mah;1
woi menteri kerja yg bener ngapain ngurus anies yaelah jiwa buzzerp penjilat g bisa bohong ya banjir jakarta anteng kodok;0
bisa diartikan bpk menyamakan pemerintah pusat tingkatan lurah salah penanganan banjir jakarta sudah diambil alih pemerintahan pusat angkuh dibiarkan kasihan masyarakat;0
ngeliat kanan kiri banjir bekasi sedih bener kayaknya parah semoga gaada korban jiwa;1
guys abis jalan jalan mengelilingi bekasi kota banjir totall parah dahh pas pulang jalan yg tidak ditutup trs ditutup;1
min kelurahan bekasi jaya bekasi timur tepatnya jl kh agus salim mati listrik kagak bisa nyuci perabotan kena banjir min mati listrik tolong dibantu min;0
alhamdulillah semoga engga ya temen kantorku sampe ngungsi kemarin banjirnya m tidak nyangka banjir kirimannya numpuk bekasi;1
update kondisi banjir tangerang wilayah ciledug ayo gotongroyong bantu update kondisi banjir cepat diatasi kirim foto banjirmu please bantu rt guys aman;1
yg takabur pemerintah prov dki skrg tidak prnah mndengar video yg sudah mnyalahkan program menanggulangi atw pencegahan banjir jakarta yg sudah gub sblmnya belum anggrn utk bencana pangkas dipakai utk yg sifatnya hura;0
dibalik banjir jakarta banjir wilayah jakarta gubernur dki bilang mengatasi banjir macet jakarta akan mudah presiden ri mencegah banjir macet jakarta;0
gubernur jakarta pramono anung akan langkah mengatasi banjir jakarta salah satunya membangun sumur resapan saluran air;2
banjir bekasi daerah memprihatinkansemoga dapat teratasi cepat tidak korban jiwa;1
pemprov dki jakarta amp pemerintah pusat penanganan banjir penyelamatan pemberian bantuan korban solusi jangka dprd dki penanganan banjir pemprov live anggota fraksi partai gerindra dprd dki jkt syarif;2
wih semangat polri semangat mengemban tugas mengayomi masyarakat bencana banjir terima kasih sudah membantu rakyat depok bekasi evakuasi keselamatan nyawa waspadahadapibencana;2
tolong dibaca jangan nyalahin gubernur cuaca gabisa diprediksi jakarta udah padat reboisasi bangunan yg dibangun banjir dijakarta gabakal mindset dirubah jangan terusan pemerintah yg disalahin intropeksi;2
sinergi tangani dampak banjir bekasi fokus rehabilitasi infrastruktur pemulihan sosial baca selengkapnya kunjungi bekasikotagoid jawabarat kotabekasi rehabilitasi pemulihansosial;2
class action banjir jakarta pemerintah akan berbenah;0
pkb desak pemerintah dki jakarta terbitkan status darurat bencana banjir pkbday;0
sederet titik tertinggi banjir dki jakarta capai meter banjirjakarta;1
willi suistianto warga rw kelurahan duri kosambi jakarta barat rumahnya terendam banjir bantuan pemerintah belum gubernurgabecus;0
banjir bekasi kemarin;1
banjir gakenal urusan politik salah masyarakat pemerintah korporasi ugal ugalan pembangunan proses komersialisasi jakarta ruang terbuka hijau dibabat saluran air ditutup ya tindak ugal ugalan manusia jga;0
bencana banjir melanda bekasi video keluarga wali kota bekasi tri adhianto menuai kontroversi masyarakat walikotabekasi banjir bekasi selengkapnya link;1
gunung mas cisarua puncak bogor berduka banjir malam wilayah cisarua dikabarkan terdampak;1
polwan polres metro jakarta timur gelar trauma healing anak anak kiban banjir;2
warga jakarta korban banjir januari akan menggugat pemerintah provinsi dki jakarta perdata pengadilan rencana gugatan difasilitasi tim advokasi korban banjir dki jakarta gugat niesgantirugi;0
ipolidbanjir melanda jakarta tanggerang bekasi selasa diharapkan bisa diantisipasi tidak banjir banjirjabodetabek dprddki ipol;1
banjir jakarta pengusaha dukung sinergi pemprov dki pemerintah pusat taucepattanpabatas keuangan ekonomi ekonomi ekonomiindonesia;0
langkah bhayangkara gentar menghadapi tantangan polri hadir melindungi membawa aman masyarakat penanganan banjir wilayah bekasi depok pesanggrahan polri siaga pertolongan;2
personel gabungan tnipolri mengevakuasi warga terdampak banjir perumahan asri sawangan depok jawa barat selasa pria membutuhkan cuci darah rsud sawangan;2
kmrn pas pd banjir mati jg ngga ka;1
semoga banjir jakarta bekasi surut tidak korban jiwa pemerintah gerak cepat bantuan penanganan amin;1
emang si raja anti banget ama anies pas gubernur tidak absen ngritik banjir jakarta skrg doi mingkem;0
gubernur dki jakarta heran sampah menumpuk pintu air manggarai cek banjir;1
banjir akibat berkurangnya resapan air das kali bekasi ditambah cuaca ekstrem akibat krisis iklim hektare tersisa hutan seluas hektare sisanya telah berubah pemukiman padepokan garuda yaksa kediaman;1
kondisi pagi pondok gede permai jatiasih kota bekasi alhamdulillah sudah surut banjir kemarin semoga bisa normal pulih aamiin source jabodetabek jakarta bogor depok tangerang bekasi indonesia jakartahits bogorhits;1
pemerintah provinsi dki jakarta kemana koq banjir tidak hentihentinya sihh;0
komennya amet tidak relate banget jabatan noh banjir aturan komenin banjir jakarta gunung dibabatin vila resort puncak kiriman tu banjir bogor jaman anis gubernur banjir dikit rame banget kaya pasar malem;0
tidak heran jakarta banjir puncak banjir tidak upaya pemerintah utk mengendalikan perubahan tata lahan yg uda massive ya tidak bs ngelawan alam;0
diguyur hujan wilayah sekitaran lampu merah swadarma raya itc cipulir sudah hapalan akan banjirmasa tidak bisa mengatasi sudah gonta ganti gubernur taik;0
banjir bekasi disebabkan kiriman bogor akibat hujan lokal hujan integritas wilayah kota bekasi ya semoga banjirnya cepat suruh;1
rakor internal kecamatan sawangan rangka menindaklanjuti surat keputusan walikota depok bpk khdr mohammad idris ma penetapan status tanggap darurat bencana banjir tanah longsor angin kencang kota depok no kptsdpkphuk senin;1
presiden jokowi korban banjir longsor kecamatan sukajaya kabupaten bogor ditinjau selasa pagi januari akan bantuan penuh pemerintah pusat baca selengkapnya klik newsone jokowidodo korbanbanjir;2
jakarta dilanda banjir akibat hujan deras mengguyur wilayah bogor dki jakarta wakil gubernur dki jakarta rano karno meninjau langsung kondisi banjir lebak bulus jakarta selatan selasa;0
arya arsen jangan keseringan ketemu takut nambah banjir jakarta;0
gubernur dki jakarta pramono anung rumah bocah korban banjir kebon jakarta selatan pramono duka cita sedalamdalamnya keluarga korban enamplus lip van;2
besarnya banjir bekasi warga jebol tembok pembatas perum galaxy keluarkan air;1
bisa tdk terima disalahkan melempar tanggung pemerintah pusat ngga malu sma kota surabaya jg banjir tapi separah jakarta tdk ucapan dr walikotanya tanggungjawab pemprov jatim;0
jakarat mendadak rame banjir melanda korban yg bukan org jakarta ninyir akan pristiwa menyalahkan pemerintah pemimpin kotanya perasaan banjir jakarat jam oplet si doel beroprasi udah kejadian teriak;0
video cover lagu madura viral banjir ahmad dhani bts is coming bekasi tante adilijokowiataurevolusi;1
tikus got banjir;1
kena banjir jabodetabek gelar bukber bantuin kagak empati kagak eh kendurian mbok ya gibran perahu karet area villa nusa indah bekasi yg kerendem atap rumah bagibagi susu sesuai tupoksi wapres efisiensi;0
bencana banjir tambun utara srimukti kabupaten bekasi bantuan makanan foto kopi ktp sedang kesusahan kampung gabus gedong;1
tni polri bagikan makanan warga korban banjir meter sawangan depok;2
pln siaga pastikan kelistrikan aman pasca banjir bekasi pln plnuntukindonesia acceleratingrenewableenergy swasembadaenergi plnsiaga;2
ngeliat pertolongan evakuasi lirik lagu relevan bencana banjir jakarta btw lagu diciptain rise against bentuk protes lambannya pemerintah as ngeevakuasi korban terdampak badai katrina;0
personel gabungan tnipolri mengevakuasi warga terdampak banjir perumahan asri sawangan depok jawa barat selasa pria membutuhkan cuci darah rsud sawangan waspadahadapibencana;2
ngapain pake baju putih bersih kek gitu sengaja ya sidak banjir;1
petugas medis pemeriksaan bantuan poskoposko telah disiapkan jaga kesehatan waspada dampak banjir sobatjaktim jakartaeastthebest jagajaktim siagajakarta siagajakartatimur jakartatanggap jakartatimur jakartasiaga;2
jakarta amp banjir perintah jokowi anies cs presiden jokowi dlm penanganan banjir pemerintah pusat amp provinsi bantu amp keselamatan warga hrs diutamakan dengar ya nies kick niessavewarga;0
sobatjaktim wakil gubernur dki jakarta rano karno meninjau langsung lokasi banjir kelurahan kampung melayu bidara cina jakarta timur senin sobatjaktim jakartaeastthebest jagajaktim siagajakarta siagajakartatimur banjirjakarta jakartatanggap;2
jakarta woi banjir;1
mohon pemerintah membantu warga penduduk ruko cengkareng barat dki jakarta mengatasi lingkungan sudah puluhan jalan rusak kubangan hujan banjir kemarau berdebu;2
tangerang ujan tapi yg bikin perumahan banjir bukan hujannya tapi air kiriman bogor;1
ngeri banget liat berita banjir depok sodara udah kena tidak banget rumah tapi bersyukur aman banjir;1
demokrat pemkot bekasi perbaiki tanggul jebol ketua dpc kota bekasi ronny hermawan pemerintah bertindak merespons infrastruktur mengalami kerusakan akibat banjir;0
rk gubernur jakarta tetep banjir seenggaknya masjid aljakbar;0
penyerahan sembako nasi kotak bnpb kemensos ri korban bencana banjir kampus binawan cawang jakarta timur kamis maret;2
km bekasi bkn coy banjir swgimana;1
bekasi masi banjir tidak si;1
gubernur dki jakarta pramono anung mengunjungi salah pos pengungsian warga terdampak banjir gor otista bidara cina jatinegara jakarta timur;2
satbinmas polres metro jaksel polsek pasar minggu bantuan sosial dapur warga terdampak banjir kel pejaten timur;2
jakarta banjir orang pd ngeluh nyalahin pemerintah nyadar gaya hidupnya sehari tidak peduli lingkungan;0
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai evakuasi warga;2
update banjir jakarta rt ruas jalan terendam pagi newsrctiplus;1
contoh uniknya babelan bisa banjir karna penyebab babelan mepet pantai utara bisa banjir karna air rob babelan yg kena kali bekasi bisa banjir karna air kiriman babelan selatan kaya sektor skitrnya bisa banjir karna ujan lebat sebentar doang;1
kirim obat selimut korban banjir lokasi posko logistik jakarta mascipoldotcom kamis januari jakarta pemerintah provinsi dki jakarta menyediakan posko penerimaan bantuan;2
warga bobol tembok perumahan grand galaxy bekasi banjir mengurangi debit air mencegah tembok roboh terpopuler;1
pln jawa barat pemulihan bertahap pasca banjir melanda wilayah jawa barat depok karawang bekasi cikarang gunung putri bogor;2
lazismu bantu penyintas banjir bagikan ratusan takjil makanan berbuka jakarta;2
bpbd jiwa terjebak banjir tangerang banjir capai meter;1
langkah bhayangkara gentar menghadapi tantangan polri hadir melindungi membawa aman masyarakat penanganan banjir wilayah bekasi depok pesanggrahan waspadahadapibencana;2
ibukota negara dipindah banjir bekasi akan dipindah;0
polsek bekasi utara yayasan peduli kasih marga mulya bantuan logistik warga korban banjir kp lebak rw kel teluk pucung kec bekasi utara;2
ida mahmudah mewantiwanti pemerintah provinsi dki jakarta menghadapi banjir pemprov dki jakarta aktif;0
berduka cita banjir bekasi semoga cepat surut;1
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai;2
terparah bekasi bogor amp depok daerah yag terendam banjir banjirjabodetabek musibahbanjir;1
jakarta terendam air banjirjakarta rabu banjir jakartabanjir dkijakarta gubernurdkijakarta bintaro banjirbintaro beritanasional;1
jokowi sudah bolak banjir jakarta kewenangan pemerintah pusat fpisigapbencana;0
kondisi sekolahnya mengenaskan ya mencari ilmu memprihatinkan generasi penerus bangsa bisa semangat menuntut ilmu semoga banjir bekasi pemerintah bisa memperhatikan fasilitas pendidikan indonesia;0
ouh bekasi banjir dpt kiriman dri bogor;1
keren gercep banget polri bantu masyarakat yg kena banjir bekasi depok contoh bagus tabuh;2
banjir macet jakarta kewenangan pemerintah pusat mengatasinya pa;0
dibanjir melandaa jakartaa ingatt yaa salah bukan salah pemerintah gubernur seharusnyaa kitaa liat kitaa sudah sempurna kah masi buang sampah sembarangan jangan banjir bisa kurangnya daerah resapan;0
personel gabungan tnipolri mengevakuasi warga terdampak banjir perumahan asri sawangan depok jawa barat selasa pria membutuhkan cuci darah rsud sawangan;2
bener jakarta udah banjir wkwk kaya emang tempatnya air rawamangun rawa sari rawajati rawa yg fokusnya jangan nyalahin pemerintah liat sudah bener belum sampah dibuang bener belum;1
bogor menanggung dosa rizieq pendatang timteng yg buang tai macan bersihkan bogor arab yaman insya allah bebas banjir;0
terlena puja puji presiden gubernur walikota bupati lupa urus banjir banjirbekasi banjirjabodetabek banjir sedih dewansumberdayaairjabar;0
pemerintah pusat ambil alih penanganan banjir jakarta;0
sudah menangis akibat banjir bekasi hewan ternak sapi terendam banjir tukang gorengan mendorong gerobak siang ngeliat orang yg mintaminta jalan tapi tidak kaki ya allah belum jadwal menstruasi;0
penanganan darurat tinjauannya bupati bekasi menugaskan camat pendataan rumah tidak layak huni rutilahu rumah warga sudah tidak layak huni kondisi parah akibat terjangan banjir;2
dukung gubernur tuntaskan banjir jakarta;0
headline bogor pemerintah kabupaten bogor bentuk tim tanggap darurat headlinebogor kabupatenbogor adeyasin bencanaalam tanahlongsor banjir tanggapdarurat beritabogor kabarbogor;2
emng dh langganan banjir bun yg ama yg kemaren tidak separah tapi gatau kek kek bekasi separah;0
liputansonora banjir perumahan pondok gede permai kota bekasi sudah surut menyisakan lumpur jalan pemukiman via;1
sobatpemadam waspada akan potensi bahaya hujan banjir prioritaskan keselamatan membutuhkan bantuan hubungi jakarta siaga aplikasi jaki pos pemadam kebakaran terdekat;2
banjir bekasi jakartaanda tidak nyinyirin gubernunya;0
menteri sosial mensos saifullah yusuf gus ipul telah menggelontorkan bantuan senilai rp miliar korban banjir wilayah jakarta bogor depok tangerang bekasi jabodetabek inews banjir jabodetabek;2
rt jakarta terendam banjir jakarta terendam banjir news;0
wih air mata banjir jakarta bang segitu banyaknya maaf ya bang arsen tisu paseo nyerah elapin air matanya;0
sumber banjir jadetabek dr katulampa bogor puluhan napa sumber masalahy tidak diberesin ky dibiarin parah info cuaca skrg lbh akurat teknologi modif cuaca bisa alat n dana tapi masi kecolongan banjir salah syapaah salah mulyono;0
banjir nyalahin bogor mulu sampah ngambang gitu;1
banjir sulit ditangani pemerintah lempar tanggung banjir jakarta republikmerdeka;0
jokowi sudah bolakbalik banjir jakarta kewenangan pemerintah pusat;0
pray for jabodetabek doa dukungan terbaik temanteman terdampak banjir jakarta bogor depok tangerang bekasi pdemokrat demokratpeduli prayforjabodetabek;1
banjir melumpuhkan kota bekasi kabupaten bekasi melanda jakarta serius mengatasi klasik metro adadikompas;1
contoh keterbelakangan mental nyata nyalahin pemerintah karna tidak bisa ngurus banjir lupa kemarin buang sampah sungai ama tong banjirjakarta banjir banjirjakarta;0
bogor diterjang banjir bandang gubernur jawa barat maaf mengajak kembalikan puncak kawasan hutan kebun teh;0
dinas penanggulangan kebakaran penyelamatan gulkarmat provinsi dki jakarta tim gabungan bergerak cepat mengevakuasi warga hewan peliharaan terdampak banjir titik wilayah jakarta jaki js jktinfo;2
bayangin timnya jackson jelasin banjir jakartabekasi kek ya;0
depok banjir;1
doa dukungan terbaik temanteman terdampak banjir jakarta bogor depok tanggerang bekasi prayforjabodetabek partaidemokrat ahy;1
salut polri yg gercep salurin bantuan evakuasi korban banjir bekasi amp depok aksi nyata utk warga yg terjebak lihat aksinya;2
ya partainya koq tidak suaranya banjir jakarta skrg;0
derajar nganggur capek ngejar banjir yak min;1
turun langsung lokasi wali kota tangerang salurkan bantuan korban banjir petir;2
temanpemilih kpu kota bekasi informasi tips menghadapi bencana banjir nomor telepon dapat dihubungi sumber bpbd kota bekasi amp newskpukotabekasi kpumelayani kotabekasi kotapatriot;2
bekasi udah langganan banjir;1
gubernur dki jakarta pramono anung dukacita keluarga korban balita hanyut terseret arus kali ciliwung proses evakuasi banjir kebon tebet jakarta selatan kapolsek tebet kompol murodih jasad korban ditemukan air;2
banjir melumpuhkan kota bekasi kabupaten bekasi melanda jakarta serius mengatasi klasik metro adadikompas;1
ngbuzzer nyet sudah menteri tol noh jakarta banjir mek komen sono jing;0
mudah mengatasi banjir jakarta presiden;0
jul amp jakarta bekasi banjir guede buanget tidak ngebuly amp sok bela warga yg kebanjiran psi cari omon omon bela warga elektabilitasmakanya sampah is sampah;0
kementerian pu direktorat jenderal cipta karya memobilisasi perahu karet beserta mesin membantu mengevakuasi masyarakat terdampak bencana banjir kota bekasi jawa barat;2
jakarta dikepung banjir kiriman gubernur pramono anung curah hujan rendah bukan penyebab utama;1
polres metro depok siaga pertolongankepada masyarakat terkena banjir semangat membantu warga ya waspadahadapibencana;2
bpbd dki jakarta melaporkan rt jakarta terendam banjir kepala pusat data informasi bpbd dki mohamad yohan menyebut kondisi akibat curah hujan luapan sungai tim bpbd petugas terkait evakuasi;2
setuju mas mudah presiden mengendalikan banjir jakarta gubernurnya bersinergi pemerintah pusat kementrian pupr bisanya narasi merangkai katakata kelelep warga jakarta;0
si jokowi yg sesumbar banjir macet jakarta bisa diatasi presiden ngedabrus tok mindahin kota wkwk;0
pemerintah bapanas bulog cadangan pangan warga terdampak banjir jakarta bekasi distribusi bantuan beras akan proaktif akses pangan terjaga selengkapnya;2
terima kasih polri bantuannya depok terdampak banjir bikin warga aman terjaga;2
penampakan banjir meter rendam wilayah jakarta;1
bongkar cepat mengembalikan fungsi lahan banjir emang bisa kerja tolong otaknya dimana;0
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai polri siaga pertolongan imbauan waspadahadapibencana;2
langkah bhayangkara gentar menghadapi tantangan polri hadir melindungi membawa aman masyarakat penanganan banjir wilayah bekasi depok pesanggrahan waspadahadapibencana;2
btw toll jorr dr bekasi arah jakarta ikt terdampak banjir gasih;1
cr bantuan utk rescue kucing aman smntara tu ad yg tau infony tidak ya soalny temenku ad anabul msh kejebak banjir sudah sedada ngeriny lg hrs ngungsi temenku bingung mindahin anabulny smntara dmn;0
polri bergerak cepat bantu korban banjir bekasidepok aksi kayak gini bikin solidaritas teguh semangat guys;2
kolaborasi sinergi bantu banjir jakarta bogor bekasi;1
keinget sm rs bekasi yg kena banjir literally pinggir sungai cuy knp hrs disitu dah lokasinya;1
btw temen temen bekasi bogor tangerang kena banjir stay safe ya semoga surut;1
pemerintah pusat pemerintah dki jakarta seolaholah beradu jurus mengatasi ancaman banjir jakarta;2
sabarnya jokowi jokowi sudah bolak banjir jakarta kewenangan pemerintah pusat;1
posted withrepost pemerintah dki jakarta dinas kesehatan dki jakarta mensiagakan posko kesehatan jam daerah terdampak banjir salah satunya kampung pulo bidara cina kampung;2
personel gabungan tnipolri mengevakuasi warga terdampak banjir perumahan asri sawangan depok jawa barat selasa pria membutuhkan cuci darah rsud sawangan ditengah kepungan banjir meter evakuasi perahu;2
bantuannya warga terdampak terimakasih polri udah bergerak cepat evakuasi korban banjir bekasi depok;2
kerja keras polri bantu korban banjir bekasi amp depok semoga misi mulia berlanjut video lengkapnya;2
pendapat banjir bekasi emang bekasi udah bukan wilayah layak tinggali segi pemda cuek tutup kuping developer nakal buka lahan lihat amdal faktor geografis cont;0
info banjir bogor bekasi situasi banjir perbatasan bogor bekasi tepatnya bojong kulur tidak villa nusa indah bogor banjir merendam kawasan perumahan mahkota jalan perhubung terendam lalulintas tergantung update wib;1
bogor banjir;1
masukan kerja pemerintah dngan media tv untk promo masyarakat menjaga lingkungan tdk banjir terserang penyakit musim hujan banjirjakarta gerakankerjabaktisehari;0
brimob polri sigap bantu masyarakat korban banjir wilayah bogor wilayah terdampak banjir bekasi depok pesanggrahan;2
salut polri yg sigap evakuasi korban banjir bekasi depok benerbener menginspirasi keren banget cek videonya;2
warga bekasi tidak demo kantor pemerintah gth lempar tai kek protes pencegahan n penanggulangan banjir;0
kiriman hujan smoga pemerintah dki kemudahan mengatasinya kmi daerah mendoakanyg terkena dampak banjir dikasih kesabaran kesehatan rezeki yg melimpah barokah banjir cepat surut;1
banjir macet jakarta akan mudah diatasi presiden anomali;0
salah kawasan elit jakbar gegara banjir jg efeknya macet parah seharian hypermart perbun mnt sampe jam reschedule meeting prisma kedoya gegara kebjer siloam banjirnya mobil gabisa pokojnya rempong bener seharian;0
tapi gubernur periode tidak bsa diajak kerja naturalisasi ala singapuranya tidak jalan presiden bsa membereskan macet banjir jakarta gubernurnya bisa diajak kerja;0
polres bogor tim gabungan bantu korban bencana banjir kecamatan cisarua pasca banjir bandang melanda desa kec cisarua kab bogor rumah korban ditutupi lumpur polres bogor tim gabungan membantu membersihkan sisasisa lumpur;2
aman om wih rumah banjir bahaya co depok pantai;1
banjir tahunan bekasi pemicunya kiriman air daerah emang dibenerin tata kota resapan airnya bikin penanggulanga bantuan korban ya suruh warganya berisik emang tugas;0
paket ketahan depok banjir depok;1
penanganan pencegahan banjir butuh sinergi erat pemerintah pusat daerah via;0
bener rakyat rakyat rakyat mah bekasi banjir tim humanies langsung galang dana cepat tanggap kasih bantuan pemerintah ngapain;2
salut banget polri bikin dapur lapangan jam bekasi bantuan korban banjir beneran dibutuhkan semoga bisa cepat pulih;2
viral media sosial polisi membolehkan ratusan motor masuk jalan tol gabus bekasi video diunggah akun instagram brorondm rabu maret lantaran akses jalan terendam banjir sulit pengendara motor video ka;2
alhamdulillah pagi pintu air katulampadepokmanggarai sudah normal kemarin manggarai bidara cina rw aman tidak terbayang bisa bebas banjir pdhl langganan banjir kiriman banjir masuk rumah;0
maret hujan deras mengguyur jakarta tangerang bekasi depok bogor jabodetabek menyebabkan banjir merendam jalan permukiman pusat perbelanjaan selengkapnya;1
banjir jakarta bukan perkara sampah mas wajar masyarakat nyalahin pemerintah faktanya gubernurnya emg tidak bs kerja buktinya yg dlu bisa mencegah banjir banjirnya tidak separah;0
wahhrame banget kumpulan airair yg sudah banjir jakarta nunggu arahan bpk mengalir kemana laut tapi laut sudah dipagari;0
pemkot tangerang perkuat antisipasi banjir kisdam pasir;2
korban banjir pemkot bekasi no action at all pemerintah dipilih dgn segudang stafnya yg digaji pajak gabisa kerja wajar menyalahkan pemerintah;0
ya allah warga bekasi sabar ya guys perabotan hanyut hancur sudah g berbentuk rumah kerendem miris banget temen kena bekasi emang suka banjir tapi kali sumpah g nyangka banget ya allah sedih;0
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai;2
warga bantu warga mohon maaf tidak membuka donasi bantuan korban banjir bekasi kemampuan terbatas buka kredibel reply dimarih ya beks info dishare ya;2
haha bener banjir bukan dijakarta tapi pemerintah disalahin kesadaran masyarakat jgn lelah halhal c sampah jangan dikitdikit salahin pemerintah;0
banjir jakarta siaga pramono anung soroti sampah menumpuk pintu air manggarai;1
sobatjaktim petugas gabungan lelah membersihkan sisasisa banjir kenyamanan warga sobatjaktim jakartaeastthebest jagajaktim siagajakarta siagajakartatimur jakartatanggap jakartatimur jakartasiaga gotongroyong bersihbersama jakartabersih;2
langkah bhayangkara gentar menghadapi tantangan polri hadir melindungi membawa aman masyarakat penanganan banjir wilayah bekasi depok pesanggrahan polri siaga pertolongan;2
pintu masuk pemkot tidak bisa bergerak arah rs mitra sudah banjir kendaraan yg mati;0
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai polri siaga pertolongan imbauan waspadahadapibencana;2
jakarta bekasi bruce bekasi dikepung banjir kemarin;2
telat udah bilang ensitas curah hujan puncak kebon teh pohon gede gede jarang kedengeran bogor banjir longsor erosi banjir tidak akar pepohonan salah;0
tidak banjir bekasi tidak dipeduliin pemerintah sekalinya banjir setor muka doang gini tinggal planet pungli;0
wapres gibran datangi lokasi banjir jatiasih bekasi pastikan bantuan korban banjir;2
what do you think apkah emg bekasi diciptakannya sudah kek gt scr geografisjd bkn pembabatan hutan bangun pabrik mall dll yg dengar org pas jaman abad sudah banjir tugasnya pemerintah amp researcher bs develop countermeasurenya;0
banjir parah bekasi gubernur jabar audit pengembang;0
gubernur dki jakarta pramono anung mengklaim banjir kiriman melanda wilayah jakarta senin sudah berkurang waduk ciawi sukamahi pramono pemprov dki waspada mengantisipasi banjir kiriman;2
keinget ankalo tidak salah ngalamin tenant kena banjir stay safe bekasi;1
bantuan pmi jaktim korban banjir jakarta timur;2
gubernur jakarta banjir akan jakarta semoga bisa menemukan solusi jk efektif semangat gub;0
tim humanies pendataan bantuan logistik korban banjir bnpb malam bantuan kebutuhan harian kebutuhan anak personal care bersumber donasi warga x ig semoga bekasi bogor wilayah terdampak cepat pulih;1
alasan jakarta banjir;0
wamen diana langkahlangkah penanganan pasca banjir sungai ciliwung wilayah cisarua berkoordinasi lintas sektoral pemprov jawa barat pemerintah kabupaten bogor upaya relokasi warga tinggal badan sungai;2
solusi pemerintah hindia belanda kurangi banjir jakarta bangun kanal terbuka jalan gorong bangun situ lokasi rendah bangun bendung hulu sungai yg lewati jkt kanal dibeton gorong alpa dikeruk situ ditimbun bendung ttp;0
banjir kali bukan sepenuhnya disebabkan sampah pemerintah sudah berusaha semaksimal penanggulangan banjir tanah jakarta sudah tidak resapan air;0
sudah meluas depok tangsel belum tandatanda meluruh sistem hujannya moga mandali yg rumahnya langganan banjir das siaga penuh ya malam;1
penyintas banjir bekasi msh membutuhkan bnyk air minum makanan saji kebutuhan khusus perempuan punten barangkali berkenan ritwat mang amp agan hatur nuhun;1
terima kasih polisi telah sigap membantu korban banjir bekasi sobatpresisiid sobathikmahpresisi;2
warga membersihkan tinggalnya berharap pemerintah bisa upaya pencegahan banjir tidak banjir lumpur bekasi jawabarat pondokgedepermai vilanusaindah hujanderas banjir air;2
kesimpulannya pemerintah pusat menteri walikota depok bogor salah amp sumber banjir jkt sbg korban hulu isi otak anislah yg amp tidak bersalah maksudnya saudara kadrunlah sbg saksinya kebenaran;0
pkb desak pemerintah dki jakarta terbitkan status darurat bencana banjir pkbday;0
badan penanggulangan bencana daerah bpbd dki jakarta melaporkan rt terendam banjir rabu wib menurun ratusan rt terendam banjir selasa banjir tersebar jakarta barat jakarta pusat jakarta timur;1
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai evakuasi warga waspadahadapibencana;2
banjir kemacetan didki jakarta akan beres mulyono presiden omkonon jokowi sblm presiden;0
pas bekasi disambut tukang perabotan mejeng dijalan bikin macet dimana ide bagus yg pilih beli barang yg tidak banjir biar kaga getok harga;0
banjir melanda bekasi selasa maret banjir kiriman wilayah bogor kali cileungsi badan penanggulangan bencana daerah bpbd kota bekasi mencatat muka air tma top level mencapai sentimeter kali lipat;1
pemerintah daerah bisa memperkecil risiko dampak patut diapresiasi komunikasi jalin petugas lapangan jajaran pemerintah provinsi dki jakarta siaga banjir banjirjakarta;0
gubernur dki jakarta pramono anung mengecek langsung kondisi terkini pintu air manggarai perbatasan jakarta pusat jakarta selatan selasa sore wilayah jakarta dikepung banjir akibat curah hujan;1
tolong banjir kompleks permata puri media kembangan jakbar belum tertangani maksimal semenjak tanggal jan kondisi air lambat surutnya pemerintah membantu;0
menurutku gubernur jkt yg berhasil menangani banjir jakarta periode anies b smg periode pram bisa;0
penampakan salah mobil korban banjir fresh market grand galaxy city bekasi kirakira bisa diperbaiki ya bigwhy;1
sudah cape bekasi banjir mulu;1
jaringan data personal weather station yg tersebar jabodetabek curah hujan tertinggi maret terpusat wilayah kabupaten bogor sentul cibinong cisarua bikin banjir cileungsi puncak namun separah banjir bekasi;1
iya salah bogor anjim ujan bekasi mah tidak parah tapi banjir kiriman bogor anjim banget elah;1
bogor hujan siang sore malem deres banget bogor longsor dimana jalan ambles sampe banjir jakarta bekasi kena dampak banjir stay safe everyone;1
sungguh mulia polri bantu evakuasi korban banjir bekasi amp depok kepeduliannya patut dicontoh;2
