conversation_id_str;created_at;username;full_text;kota_kabupaten;retweet_count;favorite_count;labels
1,89739E+18;Wed Mar 05 20:45:45 +0000 2025;Rhakkan09;Warga Terdampak Banjir Bekasi Dipastikan Mendapat Bantuan https://t.co/Q29Y6Jxh8I;Bekasi;0;0;2
1,89739E+18;Wed Mar 05 20:45:30 +0000 2025;Harishadwilesta;keren banget aksi POLRI yang cepet tanggap bantu korban banjir di Bekasi dan Depok! Salut buat dedikasi mereka dalam evakuasi. Lanjutkan misi mulia ini. Cek videonya di https://t.co/epUqFUBUJk;Depok;0;0;2
1,89739E+18;Wed Mar 05 20:45:29 +0000 2025;nugrahasuryaant;polri berhasil membuktikan kerja nyata dalam kondisi sulit. Bantuannya untuk korban banjir di Bekasi dan Depok bukan main bermanfaat https://t.co/5jVAYC1BPW;Depok;0;0;2
1,89739E+18;Wed Mar 05 20:45:02 +0000 2025;trianiutmii;respon cepat POLRI terhadap banjir di Bekasi dan Depok bikin terkagum! Salut buat seluruh tim yang kerja keras bantu masyarakat. Lihat aksi mereka di https://t.co/Fw90HoYG0D;Depok;0;0;2
1,89739E+18;Wed Mar 05 20:44:46 +0000 2025;IrmafitriLestri;salut buat POLRI yg sigap evakuasi korban banjir di Bekasi dan Depok. Bener-bener menginspirasi! Kalian keren banget! Cek videonya di https://t.co/uMeltXGrzR;Depok;0;0;2
1,89739E+18;Wed Mar 05 20:44:32 +0000 2025;BagusSantosoaa;polri makin kelihatan care sama warga! Aksinya di daerah banjir Bekasi dan Depok buktiin kalo mereka always siap handal banget. Terima kasih banyak;Depok;0;0;2
1,89721E+18;Wed Mar 05 20:44:03 +0000 2025;Kokonatwater_;@sunlitmoments Tumben banget ya Bekasi banjir;Bekasi;0;0;1
1,89739E+18;Wed Mar 05 20:43:58 +0000 2025;novitadewii99;"salut buat POLRI yg bergerak cepat salurkan bantuan dan evakuasi korban banjir di Bekasi &amp; Depok. Nggak mudah tapi kalian hebat! Cek deh videonya: https://t.co/n4bALAHdWw";Depok;0;0;2
1,89739E+18;Wed Mar 05 20:43:55 +0000 2025;anandabellasar;"salut buat POLRI yg gercep bantu korban banjir di Bekasi &amp; Depok! Aksi nyata kyk gini penting bgt. Tetap semangat! Lihat di sini https://t.co/vZOOP80O6f";Depok;0;0;2
1,89682E+18;Wed Mar 05 20:43:50 +0000 2025;wicaks91;@Outstandjing Saya milenial yg gak KPR mampunya bikin di kampung. Eh malah skrg dipusingkan jg kesusahan air pas longsor sama banjir di kabupaten Bogor ini.;Bogor;0;0;0
1,89739E+18;Wed Mar 05 20:43:48 +0000 2025;megayuprtwi;polri keren! Gak cuma menjaga keamanan mereka jg andil besar bantu korban banjir di Bekasi dan Depok. Semoga usaha baik ini terus jalan terus;Depok;0;0;2
1,89739E+18;Wed Mar 05 20:43:18 +0000 2025;IrmafitriLestri;salut buat Polri yang udah gercep banget bantu warga korban banjir di Bekasi dan Depok. Teruskan kerja bagus kalian! https://t.co/hduXwa0h7a;Depok;0;0;2
1,89739E+18;Wed Mar 05 20:41:20 +0000 2025;megayuprtwi;"kerja keras POLRI luar biasa bantu korban banjir Bekasi &amp; Depok. Semoga misi mulia ini terus berlanjut. Video lengkapnya: https://t.co/1Ad5Llr9t0";Depok;0;0;2
1,89739E+18;Wed Mar 05 20:41:19 +0000 2025;chitrayumalini;bravo POLRI kalian keren abis! Bantuan dan evakuasi korban banjir di Bekasi dan Depok bener-bener berarti. Yuk lihat aksinya di https://t.co/sYwsUoX3yV;Depok;0;0;2
1,89739E+18;Wed Mar 05 20:41:12 +0000 2025;Rinipurnamaa9;terima kasih POLRI udah bantu korbankan banjir di Bekasi dan Depok! Loyal banget siap membantu setiap saat luar biasa! https://t.co/XJzPERHfum;Depok;0;0;2
1,8972E+18;Wed Mar 05 20:39:09 +0000 2025;NdoeL_2011;@kompascom Mantap inilah pejabat yg merakyat ... Masyarakat nya di tenda dan tempat tempat pengungsian ibu walikota dan keluarga di Hotel .. #IndonesiaGelap Banjir Bekasi Sritex PHK Pertamax Blending bukan Oplosan;Bekasi;0;0;2
1,89739E+18;Wed Mar 05 20:38:52 +0000 2025;PLNBabel;PLN bergerak cpt mengamankan jaringan kelistrikan dan mmstikan keselamatan masyarakat psca banjir yg melanda wlyh Bekasi Jawa Barat Selasa (4/3). Tim PLN siaga 24 jam u/ mnerma laporan kelistrikan melalui aplikasi PLN Mobile Contact Center PLN 123 serta kantor unit PLN terdkt https://t.co/HTG6BQp372;Bekasi;0;1;2
1,89732E+18;Wed Mar 05 20:38:03 +0000 2025;ParadigmaO78909;@aniesbaswedan Gara gara bapak bekasi jadi banjir ( kata buzzer);Bekasi;0;0;0
1,89739E+18;Wed Mar 05 20:37:54 +0000 2025;Reveena99;Kok bisa ya ada orang kalo dihubungin bisa 12 jam lebih baru bales. Itu chatnya tenggelem kena banjir bekasi kahh? Sampe baru cek begitu;Bekasi;0;0;0
1,89739E+18;Wed Mar 05 20:37:05 +0000 2025;cybermultimedix;Kerawang Bekasi Banjir Lihat video PLANET KOI.5715.01! #TikTok https://t.co/CFTy1EOc28;Bekasi;0;0;1
1,8972E+18;Wed Mar 05 20:36:25 +0000 2025;NHPeeeeeeeeel;@heartsmith__ @txtdrbekasi Tempat air dibangun/ditimbun wajar aja banjir. Sama aja kek Jakarta. Bahkan ada Situ/danau yang hilang seiring waktu. Tapi anehnya kalau itu dulunya situ kok sekarang bisa dimiliki? Perasaan orang jaman dulu juga gak ada yang kaplingin/menguasai danau.;DKI Jakarta;0;2;0
1,89726E+18;Wed Mar 05 20:34:27 +0000 2025;FPKSDPRRI;Relawan PKS membantu evakuasi korban banjir di Bojong Kulur Bogor https://t.co/wpHImO7eaP;Bogor;0;4;2
1,89726E+18;Wed Mar 05 20:30:53 +0000 2025;f_adira_;@vvotanet Erine: Yeuuh jakbar banjir Kena karma nih;Jakarta Barat;0;0;1
1,89699E+18;Wed Mar 05 20:29:17 +0000 2025;jannico_;@bacottetangga__ Ini alasan jakarta banjir?;DKI Jakarta;0;0;0
1,89719E+18;Wed Mar 05 20:28:35 +0000 2025;KhendyManggala_;@DedynurPalakka @realfedinuril @Rezapratam61817 @psi_id Otak kopong diajak debat pake dalil/ ayat jawabnya muter2. Ya sama aja kalau diajak debat pake data jawabnya ngalor ngidul. Itulah politikus kotor kaya kalian @psi_id ! Tuh lihat Jakarta banjir gak koar2! Krn gak ada Anies yah .Sebegitu bencinya kalian sama @aniesbaswedan;DKI Jakarta;0;4;0
1,89663E+18;Wed Mar 05 20:27:39 +0000 2025;AkbarK28503;@PT_Transjakarta Min @PT_Transjakarta kalau dari PGC cililitan mau ke mall kelapa gading itu bisa gak yah dan beroperasi gak yah soalnya kan banjir;DKI Jakarta;0;0;1
1,89738E+18;Wed Mar 05 20:14:33 +0000 2025;algovestingcom;Dengarkan dongeng di sini: https://t.co/5NvolXzLmO Disclaimer: jika ada kemiripan dengan kejadian Banjir Bekasi ini bukanlah kesengajaan dan hanya kebetulan semata. #dongeng #bekasibanjir https://t.co/SMGD2stcTe;Bekasi;0;4;1
1,89738E+18;Wed Mar 05 20:14:21 +0000 2025;kyhvjk;Hmmm... Boleh usul gak ya ke pemerintah itu uang investasi yg D*an*ant*Ara mending dimanfaatin buat bantu saudara² Bekasi yg kena Banjir itu deh? Dri pada buat investasi yg gk tau bakal gimana endingnya(?);Bekasi;0;1;0
1,89738E+18;Wed Mar 05 20:12:54 +0000 2025;AfiyahKamila7;Netanyahu Rasis ini mengumumkan akan kembali memblokade penuh Gaza supaya tidak ada bantuan masuk #FreePalestine Banjir Bekasi Canada https://t.co/QV7Cypytlh;Bekasi;0;0;0
1,89738E+18;Wed Mar 05 20:12:54 +0000 2025;KuretaID;122 RT Terendam Banjir Gubernur Jakarta: 90 Persen Lebih Adalah Kiriman https://t.co/Lv4mPtgO0o;DKI Jakarta;0;0;0
1,89723E+18;Wed Mar 05 20:12:41 +0000 2025;marvpel;@skatdosh Bekasi efek banjir kali yak jadi terlambat;Bekasi;0;0;1
1,89737E+18;Wed Mar 05 19:49:45 +0000 2025;fufu__fafa;Begini kondisi Pondok Gede Permai Bekasi pasca Banjir https://t.co/GvxTAb1uuo;Bekasi;0;0;1
1,89733E+18;Wed Mar 05 19:42:36 +0000 2025;mad48294962;@txtdrbekasi Woilah ini bekashit udah kena banjir ada lagi begal;Bekasi;0;6;0
1,89726E+18;Wed Mar 05 19:32:46 +0000 2025;FPKSDPRRI;Wakil Ketua MPR RI Hidayat Nur Wahid mengunjungi korban banjir di Jakarta Selatan https://t.co/i7ZvWtI8ED;Jakarta Selatan;1;2;2
1,89737E+18;Wed Mar 05 19:31:46 +0000 2025;dhaifuku;WTS WTB INFO MANA YANG JUAL BELI APLIKASI PREMIUM MURAH MAU NETFLIX DISNEY+ HOTSTAR VIU WETV HBO MAX IQIYI LOKLOK PRIME VIDEO VIDIO BSTATION APPMUS CANVA VISION+ hujan banjir bekasi wa dan testi : https://t.co/IgUFQynwPQ #zonauang https://t.co/eVAGeMEMby;Bekasi;0;0;1
1,89729E+18;Wed Mar 05 19:30:41 +0000 2025;strong77232;@SobatPresisiid Semoga pemerintah bisa menemukan solusi permanen untuk banjir Jakarta. #sobatpresisiid #sobathikmahpresisi;DKI Jakarta;0;0;1
1,89712E+18;Wed Mar 05 19:24:03 +0000 2025;Vivaoldi;@baddiehabits @fadli_alhadi @kinancp @txtdrbekasi Pak maaf sebelumnya saya order bukan buat jadi penumpang. Rumah saya habis kena banjir sekiranya Bapak bersedia gak buat bantu angkat-angkatin dan beresin barang gede kayak lemari kursi meja? Saya kasih fee (masukin fee nya berapa) Pak.;Bekasi;0;2;0
1,89729E+18;Wed Mar 05 19:23:50 +0000 2025;strong77232;@SobatPresisiid Banjir kali ini membuktikan bahwa Jakarta masih butuh banyak perbaikan infrastruktur. #sobatpresisiid #sobathikmahpresisi;DKI Jakarta;0;0;0
1,89729E+18;Wed Mar 05 19:22:24 +0000 2025;strong77232;@SobatPresisiid Banjir menyebabkan kemacetan parah di seluruh Jakarta. #sobatpresisiid #sobathikmahpresisi;DKI Jakarta;0;0;1
1,89729E+18;Wed Mar 05 19:21:43 +0000 2025;rohmanyami8984;@SobatPresisiid Semangat Pak Polisi dalam membantu masyarakat Jakarta saat banjir patut dicontoh oleh kita semua. #sobatpresisiid #sobathikmahpresisi;DKI Jakarta;0;0;2
1,89715E+18;Wed Mar 05 19:21:36 +0000 2025;1GMAUNG;@txtdrbekasi Tikus got kalau banjir pada keluar;Bekasi;0;0;1
1,89729E+18;Wed Mar 05 19:21:35 +0000 2025;strong77232;@SobatPresisiid Banjir menyebabkan kemacetan parah di seluruh Jakarta. #sobatpresisiid #sobathikmahpresisi;DKI Jakarta;0;0;1
1,89729E+18;Wed Mar 05 19:20:44 +0000 2025;strong77232;@SobatPresisiid Banjir Jakarta semakin meluas semoga bantuan segera datang. #sobatpresisiid #sobathikmahpresisi;DKI Jakarta;0;0;1
1,89729E+18;Wed Mar 05 19:19:49 +0000 2025;rohmanyami8984;@SobatPresisiid Terima kasih telah menjadi garda terdepan dalam memastikan keamanan dan kenyamanan warga Jakarta yang terjebak banjir. #sobatpresisiid #sobathikmahpresisi;DKI Jakarta;0;0;1
1,89729E+18;Wed Mar 05 19:19:04 +0000 2025;rohmanyami8984;@SobatPresisiid Terima kasih banyak Pak Polisi atas dedikasi dan keberanian dalam membantu warga Jakarta yang terdampak banjir. #sobatpresisiid #sobathikmahpresisi;DKI Jakarta;0;0;2
1,89737E+18;Wed Mar 05 19:16:22 +0000 2025;so10ntongan;Naha nya ningali banjir d bekasi jol mikir Panji jeung dde inoen pasti otw bekasi ngala oray stay safe kawan kawan bekasi dan sekitar;Bekasi;0;3;0
1,89736E+18;Wed Mar 05 19:08:22 +0000 2025;husnimubarak_id;Kemang Pratama Bekasi pasca banjir: penuh lumpur. #banjirbekasi https://t.co/v24cf94hVz;Bekasi;0;2;1
1,8971E+18;Wed Mar 05 19:06:50 +0000 2025;lillasotnos;@sodikwuryanto Amiinn Semoga segera dibenerin resapan air di Bekasi biar airnya nggak meluap ke mana mana kayak banjir kemarin;Bekasi;0;0;1
1,89729E+18;Wed Mar 05 19:05:16 +0000 2025;strong77232;@SobatPresisiid Semoga sistem drainase Jakarta segera diperbaiki agar banjir tidak berulang;DKI Jakarta;0;0;1
1,89729E+18;Wed Mar 05 18:59:12 +0000 2025;citrabunga42;@SobatPresisiid Satu kata buat polisi yang bantu korban banjir di Bekasi: LEGEND! #sobatpresisiid #sobathikmahpresisi;Bekasi;0;0;2
1,89729E+18;Wed Mar 05 18:57:34 +0000 2025;citrabunga42;@SobatPresisiid Polisi + warga Bekasi = solid team buat lawan banjir! #sobatpresisiid #sobathikmahpresisi;Bekasi;0;0;2
1,89736E+18;Wed Mar 05 18:57:07 +0000 2025;dandindrunk;@txtdrbekasi durjay mah ujan dikit ge banjir. Tpi banjirnya ga lama;Bekasi;0;1;1
1,89728E+18;Wed Mar 05 18:57:02 +0000 2025;fien01346271;@bengkeldodo Yang banjir parah Bekasi... Provinsi nya.. Jawa Barat... Gubernur terakhir RK.. Sumber banjirnya Hujan di Bogor.. Provinsi nya Jabar.. Yang dinasehatin Pak Pramono sama Anies. Wes kudu digowo bengkel ncen otak e..;Bogor;0;6;0
1,89736E+18;Wed Mar 05 18:56:43 +0000 2025;NPFajaria;Banjir bekasi yaampooon liat story2nya buna pano rasanya aku mo nangeeess barang segitu banyaaak kebuaaang dan rusak;Bekasi;0;0;1
1,89697E+18;Wed Mar 05 18:56:19 +0000 2025;abdulra67234136;@geloraco Udah mulai kicau PSI wkwkwkwkw Jakarta banjir tu aaa Gak ribut kalian lagi??????;DKI Jakarta;0;0;0
1,89736E+18;Wed Mar 05 18:55:51 +0000 2025;ImaginarySteady;Kata Pak Walkot Bekasi terpaksa nginep di hotel karena banjir sudah menggenangi rumahnya. Iya Pak kami paham. Tapi tak perlu bawahan anda bikin berita semacam flexing gitu. Warga Bapak di tenda kok malah ajudan istri anda sibuk memvideokan ga etis https://t.co/zOX86NBOIN;Bekasi;0;0;0
1,89736E+18;Wed Mar 05 18:54:18 +0000 2025;lookint0u;kinda feel sad lihat bekasi banjir setinggi itu ternyata.. rumah temen temen kampusku mostly di daerah sana i hope they re okay..;Bekasi;0;0;1
1,89731E+18;Wed Mar 05 18:48:01 +0000 2025;marSyaheedAS;@txtdrbekasi Kalo ini utk banjir jabodetabek nggak khusus Bekasi... Malam ini mereka @salamaid_twit bergerak kembali ke Pumcak bantu evakuasi korban longsor. https://t.co/rHAX4RG4qf;Bekasi;0;1;2
1,89729E+18;Wed Mar 05 18:45:56 +0000 2025;citrabunga42;@SobatPresisiid Polisi Bekasi lagi war sama banjir! Warga jangan panik mereka siap siaga! #sobatpresisiid #sobathikmahpresisi;Bekasi;0;0;1
1,89736E+18;Wed Mar 05 18:39:48 +0000 2025;20detik;Video Opsi Relokasi Warga PGP Bekasi Sebab Banjir Datang Berulang Kali https://t.co/16R1Otibee;Bekasi;0;0;2
1,89736E+18;Wed Mar 05 18:38:58 +0000 2025;Berita_Bola206;https://t.co/nbdGACIo0s Istri Wali Kota Mengungsi di Hotel Mewah saat Banjir Media sosial dihebohkan dengan video yang mempertontonkan istri Wali Kota Bekasi. https://t.co/F2FtKihsfk via @pinterest https://t.co/qVNpq4HpeZ;Bekasi;0;0;1
1,89729E+18;Wed Mar 05 18:36:23 +0000 2025;citrabunga42;@SobatPresisiid Polisi Bekasi bergerak cepat membantu korban banjir! Keren abis! #sobatpresisiid #sobathikmahpresisi;Bekasi;0;0;2
1,89729E+18;Wed Mar 05 18:35:20 +0000 2025;citrabunga42;@SobatPresisiid Bantuan polisi untuk korban banjir di Bekasi sangat berarti. Semoga makin banyak kebaikan seperti ini! #sobatpresisiid #sobathikmahpresisi;Bekasi;0;0;1
1,89729E+18;Wed Mar 05 18:34:55 +0000 2025;strong77232;@SobatPresisiid Jakarta butuh solusi nyata bukan sekadar wacana soal banjir!;DKI Jakarta;0;0;0
1,89729E+18;Wed Mar 05 18:34:35 +0000 2025;citrabunga42;@SobatPresisiid Polisi turun langsung ke lokasi banjir di Bekasi membantu evakuasi dan distribusi bantuan. Terima kasih! #sobatpresisiid #sobathikmahpresisi;Bekasi;0;0;2
1,89729E+18;Wed Mar 05 18:33:59 +0000 2025;citrabunga42;@SobatPresisiid Polisi sigap bantu warga Bekasi yang terkena banjir! Terima kasih atas dedikasinya. #sobatpresisiid #sobathikmahpresisi;Bekasi;0;0;2
1,89729E+18;Wed Mar 05 18:33:34 +0000 2025;strong77232;@SobatPresisiid Mari kita doakan agar Jakarta segera bebas dari banjir.;DKI Jakarta;0;0;1
1,89735E+18;Wed Mar 05 18:32:20 +0000 2025;heniindahP;Dari kemaren mantau berita banjir bekasi sedih bngt gak kebayang kalo di posisi itu gimana cara iklasinnya yaa apalagi kalo gak sempet nyelametin laptop;Bekasi;0;0;1
1,89729E+18;Wed Mar 05 18:32:09 +0000 2025;citrabunga42;@SobatPresisiid Polisi hadir untuk rakyat! Bantuan dan evakuasi korban banjir di Bekasi patut diapresiasi. #sobatpresisiid #sobathikmahpresisi;Bekasi;0;0;2
1,89729E+18;Wed Mar 05 18:31:24 +0000 2025;citrabunga42;@SobatPresisiid Terima kasih kepada polisi yang telah sigap membantu korban banjir di Bekasi! #sobatpresisiid #sobathikmahpresisi;Bekasi;0;0;2
1,89735E+18;Wed Mar 05 18:31:19 +0000 2025;Txtfromhunian;Solusi udah ada dari rumah panggung sampe taman resapan. Tinggal kita sama pemerintah gerak bareng. Jakarta ga banjir lagi mungkin ga? Arsitek lain ada ide apa? Share dong! #HuniThread;DKI Jakarta;0;0;0
1,89735E+18;Wed Mar 05 18:29:22 +0000 2025;gr33seL;Gokil surutnya cuma beberapa centii doang. Duren jaya bekasi timur masih banjir bang Pict by ketua katar kel duren jaya https://t.co/IuvHTJ5UHM;Bekasi;3;10;1
1,89639E+18;Wed Mar 05 18:29:13 +0000 2025;Sosgkang;@Yejueo Bogor banjir begitu lu tenggelam gak;Bogor;0;0;1
1,89729E+18;Wed Mar 05 18:16:06 +0000 2025;strong77232;@SobatPresisiid Banjir menyebabkan kerugian ekonomi yang besar bagi kota Jakarta.;DKI Jakarta;0;0;1
1,89735E+18;Wed Mar 05 18:05:46 +0000 2025;Beritasatu;Banjir Bekasi Terus Terulang Relokasi Jadi Pilihan? https://t.co/Z35zTfcm92;Bekasi;0;3;1
1,89735E+18;Wed Mar 05 18:04:35 +0000 2025;xoluckys;Paketku dari Depok belum dijemput kurir.. apa kena banjir ya?;Depok;0;0;1
1,89735E+18;Wed Mar 05 18:03:34 +0000 2025;matchafrapeluv;Masih untung cowok gw tinggal di bekasi gmn kalo tinggal di florida anjay pas banjir hanyutnya bareng buaya sm aligator doang;Bekasi;0;0;1
1,89729E+18;Wed Mar 05 17:45:08 +0000 2025;strong77232;@SobatPresisiid Semoga banjir di Jakarta segera surut dan warga bisa kembali beraktivitas normal.;DKI Jakarta;0;0;1
1,89734E+18;Wed Mar 05 17:42:45 +0000 2025;coppera_id;Pray for Bekasi? Untuk saudara-saudara kita di Bekasi dan sekitarnya yang terkena musibah banjir semoga diberi ketabahan dan perlindungan;Bekasi;0;0;1
1,89734E+18;Wed Mar 05 17:41:00 +0000 2025;JuneWomm2004;Badan Penanggulangan Bencana Daerah (BPBD) Jakarta mencatat sebanyak 117 RT terendam banjir pada Selasa (4/3/2025) pukul 19.00 WIB. Titik banjir paling banyak berada di kawasan Jakarta Timur yang mencapai 56 RT. https://t.co/oiSQs79VnW;Jakarta Timur;0;0;1
1,8967E+18;Wed Mar 05 17:35:24 +0000 2025;tempatunekuneg;@rakhmadiadhitya @txtdrbekasi Pas tanggal 3 maret malam. Hujan pun gak banjir kan?;Bekasi;0;0;1
1,89733E+18;Wed Mar 05 17:35:08 +0000 2025;TGajuk9178;@denni_sauya Percaya... Lapangan kerja mmg banyak bahkan berlebih Slh satunya nguras kali Ciliwung agar jakarta terbebas dari banjir Pirtinyiiinyi.... Siapa yg mau ngasi gaji???;DKI Jakarta;0;2;0
1,89714E+18;Wed Mar 05 17:35:03 +0000 2025;isfunnyyyy;@berandaall aduh benar-benar ngeri banget gua ngeliat banjir di Bekasi kali ini;Bekasi;0;0;1
1,89734E+18;Wed Mar 05 17:34:47 +0000 2025;geboymujaerasek;widihhh org² pd kena layoff job market berantakan bekasi banjir sampe banyak yg hidupnya ga nyaman. lah ini...;Bekasi;0;0;1
1,89734E+18;Wed Mar 05 17:33:38 +0000 2025;seiryorait;@girly_p0ps ke bekasi by arahnya sekalian membantu korban banjir;Bekasi;0;0;2
1,89704E+18;Wed Mar 05 17:33:27 +0000 2025;ebengaol;@RajaJuliAntoni @aniesbaswedan pak..ada masalah apa sih sama dia dulu jakarta banjir mereka sibuk koar2 sekarang jakarta banjir mereka ttep sibuk koar2 ngurusin bapak ajak makan sekali2 pak...biar pd ga norak;DKI Jakarta;0;0;0
1,8978E+18;Thu Mar 06 23:59:39 +0000 2025;sainqly;WTS WTB BUB!! READY NETFLIX VIDIO DISNEY CANVA VIU WETV YOUTUBE PRIME VISION PICSART LOKLOK DISNEY BSTATION [21.38]-- ? wa : https://t.co/pYhpLQ0q5D Allegri Jepang wonwoo Wooyoung Banjir Geram Haechan Lia Waroka Jokowi Berani Gen Bekasi SMTOWN Polri #zonauang #zonajajan https://t.co/hvlSNgLUpx;Bekasi;0;0;1
1,8978E+18;Thu Mar 06 23:57:16 +0000 2025;dwifitaanggra;salut buat Polri yg udah sigap banget dirikan dapur lapangan untuk bantu korban banjir di Bekasi. Kerja keras kalian sangat berarti! [link] https://t.co/pmAQe99sSm;Bekasi;0;0;2
1,8978E+18;Thu Mar 06 23:56:17 +0000 2025;StaklimJabar;Hai sobatBMKG berikut prakiraan cuaca hari ini tgl 7 Maret 2025. Infobmkg Staklimjabar Hujan Jumat Sore Banjir Sukabumi Bekasi https://t.co/fR9CGIB3PE;Bekasi;0;1;1
1,8978E+18;Thu Mar 06 23:54:19 +0000 2025;AyuNovitaSaria;salut buat Polri yg sigap bgt dirikan dapur lapangan 24 jam Ini bantu bgt buat korban banjir di Pondok Gede Permai Bekasi! Lanjutkan terus aksi kemanusiaannya [https://t.co/H6rG7BFNry](https://t.co/H6rG7BFNry) https://t.co/GctEDwKQ2c;Bekasi;0;0;2
1,8978E+18;Thu Mar 06 23:53:40 +0000 2025;wahyuksuma_;salut buat Polri yg udah sigap dirikan dapur lapangan utk korban banjir di Bekasi. Semoga banyak yg kebantu! https://t.co/qtAaLixEZX https://t.co/UyxRpAbYbJ;Bekasi;0;0;2
1,8978E+18;Thu Mar 06 23:53:15 +0000 2025;G0LIATH87;Masalah banjir Jakarta itu komplek harus ada sinergi antara provinsi Jawa Barat dan DKI Jakarta dari gambaran masalah banjir ini sudah benar Ibukota negara dipindahkan ke IKN NUSANTARA ????.. https://t.co/Pgquj8D4IH;DKI Jakarta;3;4;0
1,8978E+18;Thu Mar 06 23:49:42 +0000 2025;rifauliazahra;banjir ga mudah tp Polri bantu atasi dgn bikin dapur lapangan. Solusi nyata utk warga Bekasi! Lihat bagaimana mereka bergerak di sini https://t.co/V5ZS4lOBAS https://t.co/qD7wT5Dr8k;Bekasi;0;0;2
1,8978E+18;Thu Mar 06 23:49:05 +0000 2025;BelvayuLestari;salut untuk Polri yang gercep buka dapur lapangan 24 jam untuk bantu korban banjir Bekasi. Ini bukti nyata peduli sesama! https://t.co/pEs8Ng9cEt https://t.co/AaVirlPOtJ;Bekasi;0;0;2
1,89748E+18;Thu Mar 06 23:48:56 +0000 2025;Jhon20674090;@jonrugintingnew Jangan sombong relawan banjir itu banyak bukan cuma pks di bekasi seluruh rakyat bergerak bersatu tiap rw/rt bahkan mengumpulkan bantuuan dan diserahkan langsung ke korban banjir oleh aparat rt/rw paling benci sama partai yg suka membanggakan diri sendiri;Bekasi;0;4;0
1,89733E+18;Thu Mar 06 23:48:21 +0000 2025;Jaenal_z;@OposisiCerdas Woi bekasi lagi banjir tuh mana buzzer² nya..? kerja dong;Bekasi;0;0;0
1,8976E+18;Thu Mar 06 23:47:21 +0000 2025;SundaGenXY;@dotcomdothan @txtdaribogor Ya drama2 bikin muak di Indonesia tuh gitu apa2 ribut sekejap ga ada ketegasan menyeluruh buat mengatasi banjir dan longsor. Kapan2 terjadi lagi ribut lagi.;Bogor;0;0;0
1,89749E+18;Thu Mar 06 23:43:41 +0000 2025;Jaenal_z;@geloraco Maklum dulu modal congor banjir banjir eh skrg banjir di bekasi pada mingkem;Bekasi;0;1;1
1,8978E+18;Thu Mar 06 23:42:42 +0000 2025;Trivanaayu;luar biasa! Salut sama Polri yg bergerak cepat bantu korban banjir di Bekasi. Dapur lapangannya pasti sangat membantu masyarakat [link] https://t.co/7RkgK4eZHo;Bekasi;0;0;2
1,89779E+18;Thu Mar 06 23:40:00 +0000 2025;TirtoID;Sekeluarga di Bekasi Tersengat Listrik saat Banjir Satu Tewas https://t.co/O6LuhqL26P;Bekasi;3;0;1
1,89779E+18;Thu Mar 06 23:40:00 +0000 2025;democrazymedia;Terungkap! Vila-Vila Milik Jenderal di Puncak Bikin Parah Banjir di Jakarta dan Sekitarnya Siapa Pemiliknya? https://t.co/VigZCMfC2O;DKI Jakarta;40;46;0
1,89754E+18;Thu Mar 06 23:39:47 +0000 2025;Jaenal_z;@tempodotco Woi bekasi banjir tuh mana congor congor dlu yg sibuk teriak banjir ...!!!!;Bekasi;0;0;1
1,89751E+18;Thu Mar 06 23:39:38 +0000 2025;touyolav;@democrazymedia diliat dri keadaan lingkungannya bekasi emang ga siap buat banjir beda sama di kalimantan yang dri dlu dh siaga sama banjir krna hidup di bantaran sungai rumahnya jdi dibikin tinggi dan kokoh. tpi dri pemerintah juga berperan disini. kemaren juga abis banjir yang cukup gede-;Bekasi;0;6;0
1,89763E+18;Thu Mar 06 23:38:47 +0000 2025;dahlahaisbeiwbs;@WAHYU_UNIFORM @Rini_Sumarning @txtdaribogor Makanya di bongkar dari sekarang agar lebih cepat mengembalikan fungsi lahan jika terjadi banjir juga emang bisa pada kerja?? Pls otaknya dimana;Bogor;0;1;0
1,89776E+18;Thu Mar 06 23:37:00 +0000 2025;Amallamaa;@dormansamuel @kp2c_info Jelas dari hulu bukan hilir. Vni pgp kemang ifi kemang pratama itu perumahan2 yg bersebelahan persis dengan sungai. Masalahnya banjir kemarin area yg cukup jauh dari sungai bekasi saja sampe kena dampak juga. Banjir mulai terjadi juga justru 4-5 jam setelah hujan berhenti.;Bekasi;0;2;0
1,89779E+18;Thu Mar 06 23:36:06 +0000 2025;Firameliasafitr;salut banget sama Polri yang bikin dapur lapangan 24 jam di Bekasi! Bantuan buat korban banjir beneran dibutuhkan semoga mereka bisa lebih cepat pulih https://t.co/Fdj81QuuRA https://t.co/JpOAk3ypE4;Bekasi;0;0;2
1,89764E+18;Thu Mar 06 23:36:02 +0000 2025;banyubirusk8;@txtdrbekasi @TxtJatikramat min beks gw sebagai warga yang terdampak banjir mengucapkan sangat berterima kasih buat niat baiknya semoga jadi ladang amal ya min beks semoga sehat dan tampan selalu;Bekasi;0;1;1
1,89779E+18;Thu Mar 06 23:35:33 +0000 2025;Iramutiaraari;dapur lapangan dari Polri udah jadi penyelamat buat banyak keluarga di Bekasi yang kena banjir. Hebat banget Polri lanjutkan kerja baik ini! https://t.co/MF7WulLgPz https://t.co/DltDsDAj2v;Bekasi;0;0;2
